yearweek_dt,item_id,store_id,unit_sales_train,unit_sales_test,unit_sales,unit_sales_pred,error,error_lower,error_upper,units_pred_lower,units_pred_upper
2012-07-23,FOODS_3_030,TX_3,192.0,,192,,,,,,
2012-07-30,FOODS_3_030,TX_3,186.0,,186,,,,,,
2012-08-06,FOODS_3_030,TX_3,210.0,,210,,,,,,
2012-08-13,FOODS_3_030,TX_3,155.0,,155,,,,,,
2012-08-20,FOODS_3_030,TX_3,156.0,,156,,,,,,
2012-08-27,FOODS_3_030,TX_3,172.0,,172,,,,,,
2012-09-03,FOODS_3_030,TX_3,198.0,,198,,,,,,
2012-09-10,FOODS_3_030,TX_3,158.0,,158,,,,,,
2012-09-17,FOODS_3_030,TX_3,187.0,,187,,,,,,
2012-09-24,FOODS_3_030,TX_3,179.0,,179,,,,,,
2012-10-01,FOODS_3_030,TX_3,185.0,,185,,,,,,
2012-10-08,FOODS_3_030,TX_3,191.0,,191,,,,,,
2012-10-15,FOODS_3_030,TX_3,166.0,,166,,,,,,
2012-10-22,FOODS_3_030,TX_3,148.0,,148,,,,,,
2012-10-29,FOODS_3_030,TX_3,232.0,,232,,,,,,
2012-11-05,FOODS_3_030,TX_3,208.0,,208,,,,,,
2012-11-12,FOODS_3_030,TX_3,167.0,,167,,,,,,
2012-11-19,FOODS_3_030,TX_3,236.0,,236,,,,,,
2012-11-26,FOODS_3_030,TX_3,173.0,,173,,,,,,
2012-12-03,FOODS_3_030,TX_3,170.0,,170,,,,,,
2012-12-10,FOODS_3_030,TX_3,172.0,,172,,,,,,
2012-12-17,FOODS_3_030,TX_3,181.0,,181,,,,,,
2012-12-24,FOODS_3_030,TX_3,210.0,,210,,,,,,
2012-12-24,FOODS_3_030,TX_3,210.0,,210,,,,,,
2013-01-07,FOODS_3_030,TX_3,418.0,,418,,,,,,
2013-01-07,FOODS_3_030,TX_3,418.0,,418,,,,,,
2013-01-14,FOODS_3_030,TX_3,176.0,,176,,,,,,
2013-01-21,FOODS_3_030,TX_3,163.0,,163,,,,,,
2013-01-28,FOODS_3_030,TX_3,159.0,,159,,,,,,
2013-02-04,FOODS_3_030,TX_3,146.0,,146,,,,,,
2013-02-11,FOODS_3_030,TX_3,144.0,,144,,,,,,
2013-02-18,FOODS_3_030,TX_3,126.0,,126,,,,,,
2013-02-25,FOODS_3_030,TX_3,148.0,,148,,,,,,
2013-03-04,FOODS_3_030,TX_3,132.0,,132,,,,,,
2013-03-11,FOODS_3_030,TX_3,136.0,,136,,,,,,
2013-03-18,FOODS_3_030,TX_3,147.0,,147,,,,,,
2013-03-25,FOODS_3_030,TX_3,169.0,,169,,,,,,
2013-04-01,FOODS_3_030,TX_3,172.0,,172,,,,,,
2013-04-08,FOODS_3_030,TX_3,142.0,,142,,,,,,
2013-04-15,FOODS_3_030,TX_3,91.0,,91,,,,,,
2013-04-22,FOODS_3_030,TX_3,123.0,,123,,,,,,
2013-04-29,FOODS_3_030,TX_3,135.0,,135,,,,,,
2013-05-06,FOODS_3_030,TX_3,138.0,,138,,,,,,
2013-05-13,FOODS_3_030,TX_3,139.0,,139,,,,,,
2013-05-20,FOODS_3_030,TX_3,119.0,,119,,,,,,
2013-05-27,FOODS_3_030,TX_3,114.0,,114,,,,,,
2013-06-03,FOODS_3_030,TX_3,122.0,,122,,,,,,
2013-06-10,FOODS_3_030,TX_3,149.0,,149,,,,,,
2013-06-17,FOODS_3_030,TX_3,138.0,,138,,,,,,
2013-06-24,FOODS_3_030,TX_3,130.0,,130,,,,,,
2013-07-01,FOODS_3_030,TX_3,160.0,,160,,,,,,
2013-07-08,FOODS_3_030,TX_3,197.0,,197,,,,,,
2013-07-15,FOODS_3_030,TX_3,157.0,,157,,,,,,
2013-07-22,FOODS_3_030,TX_3,110.0,,110,,,,,,
2013-07-29,FOODS_3_030,TX_3,610.0,,610,,,,,,
2013-08-05,FOODS_3_030,TX_3,808.0,,808,,,,,,
2013-08-12,FOODS_3_030,TX_3,939.0,,939,,,,,,
2013-08-19,FOODS_3_030,TX_3,880.0,,880,,,,,,
2013-08-26,FOODS_3_030,TX_3,734.0,,734,,,,,,
2013-09-02,FOODS_3_030,TX_3,670.0,,670,,,,,,
2013-09-09,FOODS_3_030,TX_3,682.0,,682,,,,,,
2013-09-16,FOODS_3_030,TX_3,633.0,,633,,,,,,
2013-09-23,FOODS_3_030,TX_3,398.0,,398,,,,,,
2013-09-30,FOODS_3_030,TX_3,410.0,,410,,,,,,
2013-10-07,FOODS_3_030,TX_3,413.0,,413,,,,,,
2013-10-14,FOODS_3_030,TX_3,460.0,,460,,,,,,
2013-10-21,FOODS_3_030,TX_3,292.0,,292,,,,,,
2013-10-28,FOODS_3_030,TX_3,318.0,,318,,,,,,
2013-11-04,FOODS_3_030,TX_3,441.0,,441,,,,,,
2013-11-11,FOODS_3_030,TX_3,295.0,,295,,,,,,
2013-11-18,FOODS_3_030,TX_3,571.0,,571,,,,,,
2013-11-25,FOODS_3_030,TX_3,587.0,,587,,,,,,
2013-12-02,FOODS_3_030,TX_3,494.0,,494,,,,,,
2013-12-09,FOODS_3_030,TX_3,487.0,,487,,,,,,
2013-12-16,FOODS_3_030,TX_3,614.0,,614,,,,,,
2013-12-23,FOODS_3_030,TX_3,740.0,,740,,,,,,
2013-12-30,FOODS_3_030,TX_3,736.0,,736,,,,,,
2013-12-30,FOODS_3_030,TX_3,736.0,,736,,,,,,
2014-01-06,FOODS_3_030,TX_3,261.0,,261,,,,,,
2014-01-06,FOODS_3_030,TX_3,261.0,,261,,,,,,
2014-01-13,FOODS_3_030,TX_3,342.0,,342,,,,,,
2014-01-20,FOODS_3_030,TX_3,210.0,,210,,,,,,
2014-01-27,FOODS_3_030,TX_3,569.0,,569,,,,,,
2014-02-03,FOODS_3_030,TX_3,1143.0,,1143,,,,,,
2014-02-10,FOODS_3_030,TX_3,387.0,,387,,,,,,
2014-02-17,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-02-24,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-03-03,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-03-10,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-03-17,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-03-24,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-03-31,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-04-07,FOODS_3_030,TX_3,310.0,,310,,,,,,
2014-04-14,FOODS_3_030,TX_3,181.0,,181,,,,,,
2014-04-21,FOODS_3_030,TX_3,213.0,,213,,,,,,
2014-04-28,FOODS_3_030,TX_3,145.0,,145,,,,,,
2014-05-05,FOODS_3_030,TX_3,168.0,,168,,,,,,
2014-05-12,FOODS_3_030,TX_3,148.0,,148,,,,,,
2014-05-19,FOODS_3_030,TX_3,82.0,,82,,,,,,
2014-05-26,FOODS_3_030,TX_3,132.0,,132,,,,,,
2014-06-02,FOODS_3_030,TX_3,128.0,,128,,,,,,
2014-06-09,FOODS_3_030,TX_3,149.0,,149,,,,,,
2014-06-16,FOODS_3_030,TX_3,182.0,,182,,,,,,
2014-06-23,FOODS_3_030,TX_3,162.0,,162,,,,,,
2014-06-30,FOODS_3_030,TX_3,167.0,,167,,,,,,
2014-07-07,FOODS_3_030,TX_3,177.0,,177,,,,,,
2014-07-14,FOODS_3_030,TX_3,166.0,,166,,,,,,
2014-07-21,FOODS_3_030,TX_3,186.0,,186,,,,,,
2014-07-28,FOODS_3_030,TX_3,160.0,,160,,,,,,
2014-08-04,FOODS_3_030,TX_3,181.0,,181,,,,,,
2014-08-11,FOODS_3_030,TX_3,156.0,,156,,,,,,
2014-08-18,FOODS_3_030,TX_3,157.0,,157,,,,,,
2014-08-25,FOODS_3_030,TX_3,160.0,,160,,,,,,
2014-09-01,FOODS_3_030,TX_3,178.0,,178,,,,,,
2014-09-08,FOODS_3_030,TX_3,129.0,,129,,,,,,
2014-09-15,FOODS_3_030,TX_3,162.0,,162,,,,,,
2014-09-22,FOODS_3_030,TX_3,121.0,,121,,,,,,
2014-09-29,FOODS_3_030,TX_3,139.0,,139,,,,,,
2014-10-06,FOODS_3_030,TX_3,180.0,,180,,,,,,
2014-10-13,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-10-20,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-10-27,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-11-03,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-11-10,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-11-17,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-11-24,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-12-01,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-12-08,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-12-15,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-12-22,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-12-29,FOODS_3_030,TX_3,0.0,,0,,,,,,
2014-12-29,FOODS_3_030,TX_3,0.0,,0,,,,,,
2015-01-05,FOODS_3_030,TX_3,0.0,,0,,,,,,
2015-01-05,FOODS_3_030,TX_3,0.0,,0,,,,,,
2015-01-12,FOODS_3_030,TX_3,0.0,,0,,,,,,
2015-01-19,FOODS_3_030,TX_3,0.0,,0,,,,,,
2015-01-26,FOODS_3_030,TX_3,0.0,,0,,,,,,
2015-02-02,FOODS_3_030,TX_3,0.0,,0,,,,,,
2015-02-09,FOODS_3_030,TX_3,173.0,,173,,,,,,
2015-02-16,FOODS_3_030,TX_3,160.0,,160,,,,,,
2015-02-23,FOODS_3_030,TX_3,110.0,,110,,,,,,
2015-03-02,FOODS_3_030,TX_3,144.0,,144,,,,,,
2015-03-09,FOODS_3_030,TX_3,131.0,,131,,,,,,
2015-03-16,FOODS_3_030,TX_3,56.0,,56,,,,,,
2015-03-23,FOODS_3_030,TX_3,0.0,,0,,,,,,
2015-03-30,FOODS_3_030,TX_3,0.0,,0,,,,,,
2015-04-06,FOODS_3_030,TX_3,0.0,,0,,,,,,
2015-04-13,FOODS_3_030,TX_3,92.0,,92,,,,,,
2015-04-20,FOODS_3_030,TX_3,163.0,,163,,,,,,
2015-04-27,FOODS_3_030,TX_3,173.0,,173,,,,,,
2015-05-04,FOODS_3_030,TX_3,171.0,,171,,,,,,
2015-05-11,FOODS_3_030,TX_3,115.0,,115,,,,,,
2015-05-18,FOODS_3_030,TX_3,104.0,,104,,,,,,
2015-05-25,FOODS_3_030,TX_3,,95.0,95,81.5442019375281,13.4557980624719,-44.79235546309252,52.27719153327117,36.75184647443558,133.82139347079928
2015-06-01,FOODS_3_030,TX_3,,113.0,113,80.99650396805862,32.00349603194138,-44.79235546309252,52.27719153327117,36.2041485049661,133.2736955013298
2015-06-08,FOODS_3_030,TX_3,,119.0,119,66.66401543315106,52.335984566848936,-44.79235546309252,52.27719153327117,21.871659970058545,118.94120696642224
2015-06-15,FOODS_3_030,TX_3,,166.0,166,127.96151131362069,38.03848868637931,-44.79235546309252,52.27719153327117,83.16915585052817,180.23870284689187
2015-06-22,FOODS_3_030,TX_3,,187.0,187,138.39871161053765,48.601288389462354,-44.79235546309252,52.27719153327117,93.60635614744513,190.67590314380882
2015-06-29,FOODS_3_030,TX_3,,138.0,138,143.14795308023636,-5.147953080236363,-44.79235546309252,52.27719153327117,98.35559761714384,195.42514461350754
2015-07-06,FOODS_3_030,TX_3,,153.0,153,106.42993100217669,46.57006899782331,-44.79235546309252,52.27719153327117,61.63757553908417,158.70712253544787
2015-07-13,FOODS_3_030,TX_3,,168.0,168,133.7641438601574,34.23585613984261,-44.79235546309252,52.27719153327117,88.97178839706487,186.04133539342857
2015-07-20,FOODS_3_030,TX_3,,170.0,170,132.7995002432815,37.2004997567185,-44.79235546309252,52.27719153327117,88.00714478018898,185.07669177655268
2015-07-27,FOODS_3_030,TX_3,,153.0,153,143.1770373239375,9.822962676062502,-44.79235546309252,52.27719153327117,98.38468186084498,195.45422885720868
2015-08-03,FOODS_3_030,TX_3,,163.0,163,148.72647854347034,14.273521456529664,-44.79235546309252,52.27719153327117,103.93412308037782,201.0036700767415
2015-08-10,FOODS_3_030,TX_3,,186.0,186,133.79466661887943,52.20533338112057,-44.79235546309252,52.27719153327117,89.00231115578691,186.0718581521506
2015-08-17,FOODS_3_030,TX_3,,144.0,144,162.22468000236043,-18.22468000236043,-44.79235546309252,52.27719153327117,117.43232453926791,214.5018715356316
2015-08-24,FOODS_3_030,TX_3,,124.0,124,127.58793396125131,-3.5879339612513093,-44.79235546309252,52.27719153327117,82.79557849815879,179.8651254945225
2015-08-31,FOODS_3_030,TX_3,,121.0,121,106.91822730873722,14.081772691262785,-44.79235546309252,52.27719153327117,62.125871845644696,159.1954188420084
2015-09-07,FOODS_3_030,TX_3,,99.0,99,110.71725024371372,-11.717250243713721,-44.79235546309252,52.27719153327117,65.9248947806212,162.9944417769849
2015-09-14,FOODS_3_030,TX_3,,156.0,156,82.67110343511075,73.32889656488925,-44.79235546309252,52.27719153327117,37.87874797201823,134.94829496838193
2015-09-21,FOODS_3_030,TX_3,,168.0,168,154.22963741191282,13.770362588087181,-44.79235546309252,52.27719153327117,109.4372819488203,206.506828945184
2015-09-28,FOODS_3_030,TX_3,,139.0,139,138.74482718211675,0.2551728178832491,-44.79235546309252,52.27719153327117,93.95247171902423,191.02201871538793
2015-10-05,FOODS_3_030,TX_3,,11.0,11,116.4142808013437,-105.4142808013437,-44.79235546309252,52.27719153327117,71.62192533825117,168.69147233461487
2015-10-12,FOODS_3_030,TX_3,,0.0,0,42.99700658836605,-42.99700658836605,-44.79235546309252,52.27719153327117,-1.7953488747264714,95.27419812163723
2015-10-19,FOODS_3_030,TX_3,,0.0,0,26.497303451986113,-26.497303451986113,-44.79235546309252,52.27719153327117,-18.295052011106407,78.77449498525729
2015-10-26,FOODS_3_030,TX_3,,0.0,0,22.333190998498594,-22.333190998498594,-44.79235546309252,52.27719153327117,-22.459164464593925,74.61038253176977
2015-11-02,FOODS_3_030,TX_3,,0.0,0,13.351903430081222,-13.351903430081222,-44.79235546309252,52.27719153327117,-31.440452033011297,65.6290949633524
2015-11-09,FOODS_3_030,TX_3,,0.0,0,34.29208202341198,-34.29208202341198,-44.79235546309252,52.27719153327117,-10.50027343968054,86.56927355668316
2015-11-16,FOODS_3_030,TX_3,,0.0,0,36.40539698862301,-36.40539698862301,-44.79235546309252,52.27719153327117,-8.386958474469509,88.68258852189419
2015-11-23,FOODS_3_030,TX_3,,0.0,0,25.041891836218042,-25.041891836218042,-44.79235546309252,52.27719153327117,-19.750463626874478,77.31908336948922
2015-11-30,FOODS_3_030,TX_3,,0.0,0,29.49695753189951,-29.49695753189951,-44.79235546309252,52.27719153327117,-15.295397931193008,81.77414906517069
2015-12-07,FOODS_3_030,TX_3,,0.0,0,8.791707909647016,-8.791707909647016,-44.79235546309252,52.27719153327117,-36.0006475534455,61.06889944291819
2015-12-14,FOODS_3_030,TX_3,,0.0,0,19.230758773524997,-19.230758773524997,-44.79235546309252,52.27719153327117,-25.561596689567523,71.50795030679618
2015-12-21,FOODS_3_030,TX_3,,0.0,0,30.741473672696657,-30.741473672696657,-44.79235546309252,52.27719153327117,-14.050881790395863,83.01866520596784
2015-12-28,FOODS_3_030,TX_3,,0.0,0,29.958832545868916,-29.958832545868916,-44.79235546309252,52.27719153327117,-14.833522917223604,82.2360240791401
2015-12-28,FOODS_3_030,TX_3,,0.0,0,28.89043460181142,-28.89043460181142,-44.79235546309252,52.27719153327117,-15.901920861281098,81.1676261350826
2016-01-04,FOODS_3_030,TX_3,,0.0,0,-22.664583638908653,22.664583638908653,-44.79235546309252,52.27719153327117,-67.45693910200117,29.61260789436252
2016-01-11,FOODS_3_030,TX_3,,214.0,214,-9.094438789723483,223.09443878972348,-44.79235546309252,52.27719153327117,-53.886794252816,43.18275274354769
2016-01-18,FOODS_3_030,TX_3,,170.0,170,183.84988415626134,-13.84988415626134,-44.79235546309252,52.27719153327117,139.05752869316882,236.12707568953252
2016-01-25,FOODS_3_030,TX_3,,150.0,150,101.29949978313499,48.70050021686501,-44.79235546309252,52.27719153327117,56.50714432004247,153.57669131640617
2016-02-01,FOODS_3_030,TX_3,,205.0,205,284.62577456295566,-79.62577456295566,-44.79235546309252,52.27719153327117,239.83341909986314,336.9029660962268
2016-02-08,FOODS_3_030,TX_3,,162.0,162,208.2612772696869,-46.2612772696869,-44.79235546309252,52.27719153327117,163.46892180659438,260.53846880295805
2016-02-15,FOODS_3_030,TX_3,,139.0,139,135.0435929512937,3.9564070487062963,-44.79235546309252,52.27719153327117,90.25123748820118,187.32078448456488
2016-02-22,FOODS_3_030,TX_3,,150.0,150,162.89651695748574,-12.896516957485744,-44.79235546309252,52.27719153327117,118.10416149439322,215.17370849075692
2016-02-29,FOODS_3_030,TX_3,,170.0,170,146.7772681583466,23.2227318416534,-44.79235546309252,52.27719153327117,101.98491269525408,199.05445969161778
2016-03-07,FOODS_3_030,TX_3,,114.0,114,129.95784516244808,-15.95784516244808,-44.79235546309252,52.27719153327117,85.16548969935556,182.23503669571926
2016-03-14,FOODS_3_030,TX_3,,149.0,149,153.22614696916293,-4.226146969162926,-44.79235546309252,52.27719153327117,108.4337915060704,205.5033385024341
2016-03-21,FOODS_3_030,TX_3,,169.0,169,158.04329421738927,10.956705782610726,-44.79235546309252,52.27719153327117,113.25093875429675,210.32048575066045
2016-03-28,FOODS_3_030,TX_3,,141.0,141,140.42040475040332,0.5795952495966787,-44.79235546309252,52.27719153327117,95.6280492873108,192.6975962836745
2016-04-04,FOODS_3_030,TX_3,,131.0,131,134.0735898930237,-3.0735898930236942,-44.79235546309252,52.27719153327117,89.28123442993117,186.35078142629487
2016-04-11,FOODS_3_030,TX_3,,128.0,128,130.37461086418824,-2.3746108641882415,-44.79235546309252,52.27719153327117,85.58225540109572,182.65180239745942
2016-04-11,FOODS_3_030,TX_3,,128.0,128,116.86764686166896,11.132353138331041,-44.79235546309252,52.27719153327117,72.07529139857644,169.14483839494014
2016-04-18,FOODS_3_030,TX_3,,137.0,137,130.34039134880538,6.659608651194617,-44.79235546309252,52.27719153327117,85.54803588571286,182.61758288207656
